button,0.2675,0.051666666666666666,0.04625,0.028333333333333332,,,0
button,0.32375,0.051666666666666666,0.0525,0.028333333333333332,,,0
button,0.105,0.05333333333333334,0.04625,0.02666666666666667,,,0
button,0.16,0.05333333333333334,0.0475,0.02666666666666667,,,0
button,0.21625,0.05333333333333334,0.04875,0.02666666666666667,,,0
button,0.395,0.05333333333333334,0.06,0.028333333333333332,,,0
button,0.48375,0.05333333333333334,0.0525,0.02666666666666667,,,0
button,0.53625,0.05333333333333334,0.04875,0.028333333333333332,,,0
button,0.5975,0.05333333333333334,0.06125,0.02666666666666667,,,0
button,0.65625,0.05333333333333334,0.05,0.028333333333333332,,,0
undo,0.185,0.09166666666666666,0.0325,0.04666666666666667,,,0
icon,0.22625,0.09166666666666666,0.0325,0.043333333333333335,,,0
icon,0.26125,0.09333333333333334,0.0325,0.045,,,0
icon,0.33125,0.09333333333333334,0.03375,0.043333333333333335,,,0
icon,0.38625,0.09333333333333334,0.035,0.041666666666666664,,,0
icon,0.42,0.09333333333333334,0.03125,0.03833333333333333,,,0
icon,0.52875,0.09333333333333334,0.03125,0.043333333333333335,,,0
icon,0.8975,0.09333333333333334,0.03375,0.041666666666666664,,,0
icon,0.2975,0.095,0.03,0.045,,,0
icon,0.4575,0.095,0.0325,0.045,,,0
textbox,0.59625,0.095,0.0575,0.035,,,0
icon,0.965,0.095,0.04125,0.04666666666666667,,,0
icon,0.27125,0.14166666666666666,0.03,0.04,,,0
icon,0.01625,0.185,0.03,0.035,,,0
icon,0.015,0.205,0.03,0.03833333333333333,,,0
icon,0.30875,0.22166666666666668,0.03,0.04,,,0
icon,0.015,0.22333333333333333,0.03,0.03666666666666667,,,0
icon,0.015,0.25833333333333336,0.03,0.03666666666666667,,,0
icon,0.015,0.2966666666666667,0.03125,0.04,,,0
icon,0.01375,0.3233333333333333,0.02875,0.041666666666666664,,,0
icon,0.01375,0.3433333333333333,0.02875,0.043333333333333335,,,0
icon,0.01375,0.365,0.02875,0.043333333333333335,,,0
icon,0.01375,0.38166666666666665,0.02875,0.041666666666666664,,,0
textarea,0.65875,0.4033333333333333,0.67,0.53,,,0
icon,0.01375,0.405,0.0275,0.043333333333333335,,,0
icon,0.01375,0.425,0.0275,0.043333333333333335,,,0
icon,0.01375,0.44,0.02875,0.041666666666666664,,,0
tab,0.56875,0.685,0.1175,0.03833333333333333,,,0
tab,0.33875,0.6866666666666666,0.07375,0.03166666666666667,,,0
tab,0.40875,0.6866666666666666,0.05,0.03333333333333333,,,0
tab,0.47125,0.6866666666666666,0.08125,0.03666666666666667,,,0
icon,0.01375,0.97,0.02875,0.043333333333333335,,,0
icon,0.05125,0.9716666666666667,0.03375,0.05333333333333334,,,0
combobox,0.60625,0.9733333333333334,0.06625,0.04,,,0
combobox,0.69375,0.9733333333333334,0.08,0.03666666666666667,,,0
icon,0.89875,0.9733333333333334,0.03375,0.04,,,0
button,0.77,0.975,0.0525,0.035,,,0
button,0.835,0.975,0.07875,0.035,,,0
icon,0.94,0.975,0.03375,0.03833333333333333,,,0
icon,0.98,0.975,0.03,0.041666666666666664,,,0
