icon,0.01375,0.265,0.02875,0.035,,,0
icon,0.01375,0.4683333333333333,0.0275,0.043333333333333335,,,0
textarea,0.59375,0.36833333333333335,0.73875,0.44166666666666665,,,0
tab,0.3725,0.595,0.08625,0.035,,,0
tab,0.24125,0.5983333333333334,0.08625,0.03666666666666667,,,0
button,0.41375,0.05333333333333334,0.06,0.028333333333333332,,,0
icon,0.03125,0.09,0.0325,0.043333333333333335,,,0
icon,0.245,0.14,0.03125,0.03833333333333333,,,0
textarea,0.59,0.38333333333333336,0.75,0.41833333333333333,,,0
textarea,0.59875,0.385,0.75125,0.41333333333333333,,,0
textbox,0.595,0.095,0.05375,0.03666666666666667,,,0
button,0.6025,0.05333333333333334,0.05,0.028333333333333332,,,0
combobox,0.64,0.975,0.07125,0.03833333333333333,,,0
textarea,0.595,0.38666666666666666,0.75625,0.41833333333333333,,,0
tab,0.3075,0.5966666666666667,0.0425,0.035,,,0
button_combobox,0.815,0.84,0.27,0.2966666666666667,,,0
textarea,0.60375,0.36833333333333335,0.77625,0.44,,,0
button,0.3275,0.051666666666666666,0.0525,0.028333333333333332,,,0
icon,0.595,0.095,0.0525,0.03833333333333333,,,0
tab,0.46,0.5983333333333334,0.10125,0.04,,,0
button,0.54,0.051666666666666666,0.0425,0.028333333333333332,,,0
button,0.41875,0.05333333333333334,0.0575,0.028333333333333332,,,0
icon,0.20625,0.22,0.03125,0.04,,,0
icon,0.01375,0.335,0.02875,0.03666666666666667,,,0
tab,0.4675,0.5983333333333334,0.1175,0.04,,,0
submenu,0.75625,0.7666666666666667,0.31,0.4116666666666667,,,0
button,0.77,0.9766666666666667,0.04625,0.03333333333333333,,,0
icon,0.2075,0.14333333333333334,0.03125,0.043333333333333335,,,0
button,0.40625,0.05333333333333334,0.06375,0.028333333333333332,,,0
textarea,0.63375,0.365,0.71125,0.44333333333333336,,,0
textarea,0.60625,0.36333333333333334,0.74625,0.45166666666666666,,,0
new,0.03125,0.09,0.0325,0.043333333333333335,,,0
textarea,0.60625,0.36,0.72875,0.43666666666666665,,,0
tab,0.0475,0.5966666666666667,0.08375,0.035,,,0
tab,0.275,0.5966666666666667,0.1175,0.041666666666666664,,,0
tab,0.11375,0.5983333333333334,0.04875,0.03333333333333333,,,0
tab,0.17625,0.5983333333333334,0.0875,0.03666666666666667,,,0
icon,0.05125,0.9733333333333334,0.03375,0.04833333333333333,,,0
textarea,0.61,0.37333333333333335,0.73,0.48833333333333334,,,0
tab,0.1775,0.5966666666666667,0.08125,0.03166666666666667,,,0
button,0.0525,0.6383333333333333,0.09625,0.035,,,0
button,0.47125,0.6383333333333333,0.1,0.035,,,0
button,0.56625,0.6383333333333333,0.08625,0.035,,,0
button,0.9475,0.64,0.0875,0.035,,,0
tab,0.05,0.5966666666666667,0.0775,0.03833333333333333,,,0
combobox,0.0525,0.67,0.10375,0.12,,,0
combobox,0.71,0.975,0.0675,0.03833333333333333,,,0
textarea,0.405,0.3566666666666667,0.7275,0.4683333333333333,,,0
submenu,0.7575,0.765,0.30625,0.405,,,0
icon,0.01625,0.14,0.03125,0.04,,,0
icon,0.055,0.14,0.03375,0.03833333333333333,,,0
button,0.32375,0.051666666666666666,0.06125,0.028333333333333332,,,0
textarea,0.73,0.36833333333333335,0.57,0.455,,,0
button,0.215,0.05,0.04625,0.028333333333333332,,,0
icon,0.01375,0.17833333333333334,0.02875,0.04833333333333333,,,0
tab,0.11625,0.5966666666666667,0.05375,0.035,,,0
icon,0.58625,0.9716666666666667,0.02875,0.043333333333333335,,,0
icon,0.015,0.225,0.03,0.041666666666666664,,,0
textarea,0.41875,0.3616666666666667,0.74875,0.4583333333333333,,,0
icon,0.535,0.595,0.02875,0.043333333333333335,,,0
icon,0.56875,0.595,0.02875,0.041666666666666664,,,0
button,0.055,0.051666666666666666,0.04125,0.03,,,0
button,0.39625,0.05333333333333334,0.0625,0.028333333333333332,,,0
icon,0.30375,0.14,0.0325,0.03666666666666667,,,0
tab,0.25,0.14166666666666666,0.0775,0.03666666666666667,,,0
button,0.65125,0.051666666666666666,0.0475,0.03,,,0
icon,0.9025,0.095,0.02875,0.041666666666666664,,,0
button_combobox,0.96375,0.095,0.045,0.05,,,0
tab,0.11625,0.5966666666666667,0.04375,0.03333333333333333,,,0
tab,0.17375,0.5966666666666667,0.1,0.04,,,0
textbox,0.5975,0.095,0.06375,0.03333333333333333,,,0
tab,0.12125,0.5966666666666667,0.05625,0.03666666666666667,,,0
tab,0.265,0.14,0.10625,0.045,,,0
button,0.4125,0.05333333333333334,0.065,0.028333333333333332,,,0
textarea,0.61375,0.3566666666666667,0.72,0.4266666666666667,,,0
textarea,0.61375,0.36,0.7325,0.445,,,0
button_combobox,0.81375,0.8416666666666667,0.27875,0.2966666666666667,,,0
textarea,0.7575,0.365,0.5,0.40166666666666667,,,0
tab,0.27375,0.13833333333333334,0.11375,0.05333333333333334,,,0
textarea,0.6125,0.37,0.74625,0.43333333333333335,,,0
textarea,0.615,0.365,0.72625,0.4216666666666667,,,0
button,0.11,0.05333333333333334,0.04625,0.02666666666666667,,,0
button,0.32875,0.05333333333333334,0.05875,0.02666666666666667,,,0
textarea,0.6825,0.365,0.6325,0.44,,,0
textarea,0.4875,0.36333333333333334,0.81,0.455,,,0
button,0.4025,0.05333333333333334,0.07125,0.028333333333333332,,,0
textarea,0.4825,0.36333333333333334,0.80375,0.45666666666666667,,,0
textarea,0.48,0.3616666666666667,0.7925,0.46,,,0
tab,0.55,0.17833333333333334,0.0925,0.045,,,0
textarea,0.475,0.36,0.7825,0.4583333333333333,,,0
icon,0.4175,0.13833333333333334,0.0325,0.04,,,0
tab,0.46625,0.13833333333333334,0.0975,0.04666666666666667,,,0
icon,0.37125,0.14,0.0325,0.03833333333333333,,,0
textarea,0.64125,0.36,0.7025,0.4583333333333333,,,0
icon,0.58625,0.9716666666666667,0.03375,0.041666666666666664,,,0
textarea,0.6375,0.35833333333333334,0.69375,0.45166666666666666,,,0
textarea,0.6075,0.36333333333333334,0.735,0.4266666666666667,,,0
icon,0.2225,0.09166666666666666,0.03125,0.041666666666666664,,,0
textarea,0.6075,0.3616666666666667,0.735,0.43333333333333335,,,0
textarea,0.60625,0.365,0.755,0.4483333333333333,,,0
textarea,0.61375,0.3616666666666667,0.74375,0.45,,,0
tab,0.275,0.5966666666666667,0.1225,0.041666666666666664,,,0
textarea,0.62375,0.37166666666666665,0.7175,0.4816666666666667,,,0
tab,0.18125,0.5966666666666667,0.08875,0.035,,,0
textarea,0.62,0.375,0.705,0.465,,,0
textarea,0.615,0.37666666666666665,0.7175,0.475,,,0
button,0.17625,0.5966666666666667,0.08,0.03166666666666667,,,0
textarea,0.61625,0.375,0.71625,0.48833333333333334,,,0
textarea,0.6125,0.36333333333333334,0.72625,0.4483333333333333,,,0
textarea,0.6925,0.38,0.60625,0.495,,,0
submenu,0.7575,0.7633333333333333,0.2975,0.41,,,0
textarea,0.6175,0.37333333333333335,0.715,0.495,,,0
textbox,0.2425,0.5966666666666667,0.0775,0.03166666666666667,,,0
button,0.36875,0.5966666666666667,0.08375,0.03166666666666667,,,0
button,0.46375,0.5966666666666667,0.10875,0.03833333333333333,,,0
button,0.56875,0.64,0.09875,0.03333333333333333,,,0
button,0.6625,0.64,0.09125,0.03333333333333333,,,0
button,0.62,0.5933333333333334,0.055,0.03833333333333333,,,0
icon,0.76,0.595,0.03,0.041666666666666664,,,0
tab,0.78,0.6616666666666666,0.08875,0.043333333333333335,,,0
textarea,0.62125,0.37333333333333335,0.7,0.485,,,0
tab,0.44625,0.14166666666666666,0.0725,0.03833333333333333,,,0
button,0.6975,0.595,0.03125,0.045,,,0
icon,0.01375,0.37166666666666665,0.02875,0.03833333333333333,,,0
icon,0.01375,0.48,0.0275,0.03833333333333333,,,0
tab,0.3675,0.5966666666666667,0.08875,0.03666666666666667,,,0
tab,0.24125,0.5966666666666667,0.0725,0.03666666666666667,,,0
tab,0.1325,0.94,0.09125,0.043333333333333335,,,0
tab,0.2775,0.14,0.10625,0.043333333333333335,,,0
icon,0.18125,0.14166666666666666,0.0325,0.041666666666666664,,,0
icon,0.47625,0.595,0.0325,0.043333333333333335,,,0
tab,0.47,0.14,0.1025,0.045,,,0
tab,0.175,0.5966666666666667,0.09375,0.03833333333333333,,,0
button_combobox,0.8125,0.8483333333333334,0.2675,0.29,,,0
tab,0.4625,0.14,0.0925,0.04666666666666667,,,0
tab,0.26125,0.13833333333333334,0.0925,0.04666666666666667,,,0
tab,0.13375,0.94,0.09875,0.043333333333333335,,,0
tab,0.265,0.13833333333333334,0.1,0.045,,,0
button,0.4075,0.05333333333333334,0.07,0.03,,,0
tab,0.10625,0.14166666666666666,0.09875,0.045,,,0
tab,0.10875,0.14166666666666666,0.09375,0.045,,,0
tab,0.30125,0.14,0.09125,0.04,,,0
textarea,0.6,0.36833333333333335,0.72125,0.44333333333333336,,,0
tab,0.36625,0.5966666666666667,0.09875,0.04,,,0
textarea,0.59875,0.36666666666666664,0.715,0.44,,,0
textarea,0.59625,0.3616666666666667,0.70875,0.45,,,0
textarea,0.595,0.365,0.70625,0.43833333333333335,,,0
textarea,0.405,0.36333333333333334,0.71125,0.44666666666666666,,,0
submenu,0.7575,0.7666666666666667,0.30375,0.4166666666666667,,,0
icon,0.01375,0.5283333333333333,0.02625,0.041666666666666664,,,0
icon,0.01375,0.24166666666666667,0.02875,0.04,,,0
combobox,0.1,0.7383333333333333,0.155,0.36833333333333335,,,0
tab,0.1375,0.94,0.10375,0.043333333333333335,,,0
icon,0.015,0.145,0.0275,0.04666666666666667,,,0
icon,0.1525,0.16166666666666665,0.025,0.05333333333333334,,,0
icon,0.795,0.5966666666666667,0.02875,0.04,,,0
button,0.4275,0.5933333333333334,0.055,0.03833333333333333,,,0
button,0.475,0.595,0.0325,0.043333333333333335,,,0
